ID,Name,Genes,Length
6457,protein folding,AHSA1;AHSP;AIP;ALG12;AMFR;APCS;ATF6;B2M;BAG1;BAG2;BAG3;BAG4;BAG5;CALR;CALR3;CANX;CCT2;CCT3;CCT4;CCT5;CCT6A;CCT6B;CCT7;CCT8;CD74;CDC37;CDC37L1;CHCHD4;CHORDC1;CLGN;CLPX;CLU;CRTAP;CRYAA;CRYAB;CSNK2A1;CSNK2A2;CSNK2B;CWC27;DERL1;DFFA;DNAJA1;DNAJA2;DNAJA3;DNAJA4;DNAJB1;DNAJB11;DNAJB12;DNAJB13;DNAJB14;DNAJB2;DNAJB4;DNAJB5;DNAJB6;DNAJB8;DNAJC1;DNAJC10;DNAJC18;DNAJC19;DNAJC2;DNAJC21;DNAJC24;DNAJC25;DNAJC3;DNAJC4;DNAJC5;DNAJC7;DNLZ;ENGASE;ENTPD5;ERP27;ERP29;ERP44;FKBP1A;FKBP1B;FKBP1C;FKBP4;FKBP5;FKBP6;FKBP8;FKBP9;FUT10;GAK;GANAB;GNAI1;GNAI2;GNAI3;GNAO1;GNAT1;GNAT2;GNAT3;GNAZ;GNB1;GNB2;GNB3;GNB4;GNB5;GNG2;GRPEL1;GRPEL2;HSP90AA1;HSP90AB1;HSP90B1;HSPA13;HSPA14;HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA4L;HSPA5;HSPA6;HSPA8;HSPA9;HSPB1;HSPB6;HSPBP1;HSPD1;HSPE1;HSPH1;LMAN1;LMAN2L;MKKS;MLEC;MOGS;MPDU1;NFYC;NGLY1;NKTR;NPPA;NPPB;NPPC;NUDC;NUDCD2;NUDCD3;P4HB;PDCL;PDCL3;PDIA2;PDIA3;PDIA4;PDIA5;PDIA6;PDILT;PDRG1;PEX19;PFDN1;PFDN2;PFDN4;PFDN5;PFDN6;PPIA;PPIAL4D;PPIAL4G;PPIB;PPIC;PPID;PPIE;PPIF;PPIG;PPIH;PPIL1;PPIL2;PPIL3;PPIL6;PRDX4;PRKCSH;PSMC1;PTGES3;PTGES3L;QSOX1;QSOX2;RAD23B;RANBP2;RGS7;RGS9;RIC3;RP2;RUVBL2;SACS;SGTA;SIL1;SPHK1;ST13;TBCA;TBCC;TBCD;TBCE;TBCEL;TCP1;TOR1A;TOR1B;TOR2A;TRAP1;TTC1;UBXN1;UGGT1;UNC45A;UNC45B;VAPA;VBP1;VCP;WFS1;ZMYND10,204
6458,'de novo' protein folding,BAG1;CCT2;CD74;CHCHD4;DNAJB1;DNAJB12;DNAJB13;DNAJB14;DNAJB4;DNAJB5;DNAJC18;DNAJC2;DNAJC7;ENTPD5;FKBP1A;FKBP1B;GAK;HSPA13;HSPA14;HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA5;HSPA6;HSPA8;HSPA9;HSPD1;HSPE1;HSPH1;PTGES3;ST13;TOR1A;TOR1B;TOR2A;UGGT1,36
6465,signal peptide processing,CLN5;FURIN;HM13;IMMP2L;PCSK5;SEC11A;SEC11C;SPCS1;SPCS2;SPCS3;SPPL3,11
6469,negative regulation of protein kinase activity,ABL1;ADAR;ADARB1;ADIPOQ;ADORA2A;AGT;AIDA;AKT1;AKT1S1;APC;APOE;BMP4;BMP7;CAMK2N1;CAMK2N2;CASP3;CAV1;CAV3;CBL;CBLB;CBLC;CD300A;CDK5RAP1;CDK5RAP3;CDKN1A;CDKN1B;CDKN1C;CDKN2A;CDKN2B;CDKN2C;CDKN2D;CEACAM1;CEBPA;CEP85;CHMP6;CHORDC1;CHP1;CIB1;CORO1C;CRIPAK;DAB2IP;DBNDD1;DBNDD2;DEFB114;DEPTOR;DNAJA1;DNAJC3;DTNBP1;DUS2;DUSP1;DUSP10;DUSP14;DUSP16;DUSP18;DUSP19;DUSP2;DUSP21;DUSP22;DUSP26;DUSP3;DUSP4;DUSP5;DUSP6;DUSP7;DUSP8;DUSP9;DVL1;EPHA1;EPHB2;ERRFI1;FABP4;FBXO7;FGFR1OP;GADD45A;GADD45B;GBA;GGNBP2;GMFB;GMFG;GNAQ;GPRC5A;GPS1;GPS2;GSKIP;GSTP1;HEG1;HEXIM1;HEXIM2;HHEX;HIPK3;HMGCR;HSPB1;HYAL2;IBTK;IFNG;IGF1R;IL1B;ILK;INCA1;INPP5K;IPO5;IPO7;IRAK3;ITGB1BP1;ITPRIP;KAT2B;LATS1;LATS2;LAX1;LRP5;LRP6;LYN;MAPK8IP1;MBIP;MEN1;MLLT1;MVP;MYOCD;NCK1;NF1;NF2;NPM1;NPPA;NR2F2;NUP62;PAK2;PAQR3;PARK7;PDCD4;PDPK1;PKIA;PKIB;PKIG;PKN1;PLK1;PP2D1;PPM1E;PPM1F;PPP1R1B;PPP2CA;PPP2R1A;PRKAG2;PRKAR1A;PRKAR1B;PRKAR2A;PRKAR2B;PRKCD;PRKRIP1;PSEN1;PTEN;PTK6;PTPN1;PTPN2;PTPN22;PTPN6;PTPRB;PTPRC;PTPRH;PTPRJ;PTPRO;PTPRT;PYCARD;PYDC1;RASIP1;RB1;RGN;RGS14;RGS2;RGS3;RGS4;RPTOR;SERPINB3;SFN;SFRP1;SFRP2;SH2B3;SH3BP5;SH3BP5L;SIRT1;SLC8A1;SLC8A3;SMCR8;SMPD1;SMYD3;SNCA;SNX6;SOCS1;SOCS3;SOCS4;SOCS5;SORL1;SPRED1;SPRED2;SPRED3;SPRY1;SPRY2;SPRY4;SRCIN1;STK38;TAF7;TAOK3;TARBP2;TESC;TESK1;TFAP4;THY1;TNFAIP3;TRIB1;TRIB2;TRIB3;TRIM27;TSC2;TSG101;UBASH3B;UCHL1;VPS25;WEE2;WNK1;WWTR1;YWHAG;ZFYVE28;ZGPAT;ZNF675,223
6470,protein dephosphorylation,ACP1;BCL2;BTRC;CAMK2G;CDC14A;CDC14B;CDC25A;CDC25B;CDC25C;CDKN3;CPPED1;CTDNEP1;CTDP1;CTDSP1;CTDSP2;CTDSPL;CTDSPL2;CTTNBP2NL;CYCS;DAPP1;DLG1;DNAJC6;DUPD1;DUSP1;DUSP10;DUSP11;DUSP12;DUSP13;DUSP14;DUSP15;DUSP16;DUSP18;DUSP19;DUSP2;DUSP21;DUSP22;DUSP23;DUSP26;DUSP27;DUSP28;DUSP3;DUSP4;DUSP5;DUSP6;DUSP7;DUSP8;DUSP9;EYA1;EYA2;EYA3;EYA4;FAM220A;FBXW11;ILKAP;LCK;LHPP;MDP1;MINPP1;MTM1;MTMR1;MTMR14;MTMR2;MTMR3;MTMR4;MTMR6;MTMR7;MTMR8;MYH3;MYH6;MYH8;NCK1;PALD1;PDP1;PDP2;PDXP;PGAM5;PGP;PHLPP1;PHLPP2;PHPT1;PP2D1;PPA2;PPEF1;PPEF2;PPM1A;PPM1B;PPM1D;PPM1E;PPM1F;PPM1G;PPM1H;PPM1J;PPM1K;PPM1L;PPM1M;PPM1N;PPP1CA;PPP1CB;PPP1CC;PPP1R12A;PPP1R15A;PPP1R15B;PPP1R3B;PPP1R3C;PPP1R3D;PPP1R3E;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R2A;PPP2R2B;PPP2R2C;PPP2R3A;PPP2R5A;PPP2R5B;PPP2R5C;PPP2R5D;PPP2R5E;PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP4C;PPP4R1;PPP4R1L;PPP4R2;PPP5C;PPP6C;PPTC7;PTEN;PTP4A1;PTP4A2;PTP4A3;PTPDC1;PTPMT1;PTPN1;PTPN11;PTPN12;PTPN13;PTPN14;PTPN18;PTPN2;PTPN21;PTPN22;PTPN23;PTPN3;PTPN4;PTPN5;PTPN6;PTPN7;PTPN9;PTPRA;PTPRB;PTPRC;PTPRD;PTPRE;PTPRF;PTPRG;PTPRH;PTPRJ;PTPRK;PTPRM;PTPRN;PTPRN2;PTPRO;PTPRR;PTPRS;PTPRT;PTPRU;PTPRZ1;RNGTT;RPAP2;RPRD1A;RPRD1B;SBF1;SDHAF2;SSH1;SSH2;SSH3;SSU72;STK11;STYX;STYXL1;TAB1;TIMM50;TPTE;TPTE2;UBASH3B;UBLCP1,190
6471,protein ADP-ribosylation,ARF4;ART1;ART3;ART4;ART5;PARP1;PARP10;PARP11;PARP12;PARP14;PARP15;PARP16;PARP2;PARP3;PARP4;PARP6;PARP8;PARP9;SIRT1;SIRT2;SIRT3;SIRT4;SIRT5;SIRT6;TIPARP;TNKS;TNKS2;ZC3HAV1,28
6473,protein acetylation,AANAT;ACTL6A;ACTL6B;APBB1;ARRB1;ATAT1;ATF2;BAG6;BAZ1A;BEND3;BLOC1S1;BRCA2;BRD1;BRD8;BRPF1;BRPF3;CHD5;CLOCK;CPA4;CREBBP;CRTC2;DMAP1;DPF1;DPF2;DPF3;DR1;DSCC1;EHHADH;EP300;EP400;EPC1;EPC2;ESCO1;ESCO2;FOXO1;GTF2B;GTF3C4;HAT1;HCFC1;ING3;ING4;ING5;IRF4;JADE1;JADE2;KANSL1;KANSL1L;KANSL2;KANSL3;KAT2A;KAT2B;KAT5;KAT6A;KAT6B;KAT7;KAT8;KMT2A;LACRT;LDB1;LEF1;MAP3K7;MAPT;MBD3;MBIP;MCM3AP;MCRS1;MDH2;MEAF6;MECP2;MORF4L1;MORF4L2;MRGBP;MSL1;MSL2;MSL3;MYOD1;NAA10;NAA11;NAA15;NAA16;NAA20;NAA25;NAA30;NAA35;NAA40;NAA50;NAA60;NAT8;NAT9;NCOA1;NCOA3;NUPR1;OGT;PCGF2;PCK1;PER1;PHF10;PHF20;POLE3;POR;RSF1;RUVBL1;RUVBL2;SIRT1;SPHK1;SPHK2;SPI1;SRCAP;SUPT3H;SUPT7L;TADA1;TADA2A;TADA3;TAF1;TAF10;TAF12;TAF1L;TAF5;TAF5L;TAF6L;TAF9;TRIM16;TRRAP;USP22;WDR5;YEATS2;YEATS4;ZMPSTE24,128
6474,N-terminal protein amino acid acetylation,AANAT;CREBBP;EP300;KAT2B;NAA10;NAA11;NAA15;NAA16;NAA20;NAA25;NAA30;NAA35;NAA40;NAA50;NAA60,15
6475,internal protein amino acid acetylation,ACTL6A;ACTL6B;APBB1;ARRB1;ATAT1;ATF2;BAG6;BAZ1A;BEND3;BRCA2;BRD1;BRD8;BRPF1;BRPF3;CHD5;CLOCK;CPA4;CREBBP;CRTC2;DMAP1;DPF1;DPF2;DPF3;DR1;EHHADH;EP300;EP400;EPC1;EPC2;GTF2B;GTF3C4;HAT1;HCFC1;ING3;ING4;ING5;IRF4;JADE1;JADE2;KANSL1;KANSL1L;KANSL2;KANSL3;KAT2A;KAT2B;KAT5;KAT6A;KAT6B;KAT7;KAT8;KMT2A;LDB1;LEF1;MAP3K7;MAPT;MBD3;MBIP;MCM3AP;MCRS1;MDH2;MEAF6;MECP2;MORF4L1;MORF4L2;MRGBP;MSL1;MSL2;MSL3;MYOD1;NAA10;NAA40;NAA50;NAA60;NAT8;NCOA1;NCOA3;OGT;PCGF2;PCK1;PER1;PHF10;PHF20;POLE3;POR;RSF1;RUVBL1;RUVBL2;SPHK2;SPI1;SRCAP;SUPT3H;SUPT7L;TADA1;TADA2A;TADA3;TAF1;TAF10;TAF12;TAF1L;TAF5;TAF5L;TAF6L;TAF9;TRIM16;TRRAP;USP22;WDR5;YEATS2;YEATS4;ZMPSTE24,110
6476,protein deacetylation,ATXN3;BAZ2A;BRMS1;BRMS1L;ELK4;FLNA;HDAC1;HDAC10;HDAC11;HDAC2;HDAC3;HDAC4;HDAC5;HDAC6;HDAC7;HDAC8;HDAC9;MIER1;MIER2;MIER3;MORF4L1;MORF4L2;MSL3;MTA1;MTA2;MTA3;PER1;PER2;PHB;PRDM5;RBM14;RCOR1;REST;SAP30;SAP30L;SFPQ;SIN3A;SIN3B;SIRT1;SIRT2;SIRT3;SIRT4;SIRT5;SIRT6;SIRT7;SMARCAD1;SUDS3;TBL1X;TBL1XR1;TBL1Y,50
6479,protein methylation,ARID4A;ARID4B;ASH1L;ASH2L;BEND3;BHMT;BTG2;CAMKMT;CARM1;CHD5;COPRS;CREBBP;CTCFL;CTR9;CXXC1;DOT1L;DPY30;DYDC1;DYDC2;EED;EHMT1;EHMT2;ETF1;EZH1;EZH2;FAM86C1;FAM98A;FAM98B;FBL;FBLL1;FBXO11;GSPT1;HEMK1;ICMT;KDM3A;KDM6A;KMT2A;KMT2B;KMT2C;KMT2D;KMT2E;LCMT1;MECOM;MECP2;MEN1;METTL11B;METTL18;METTL21A;METTL21C;METTL22;N6AMT1;NDUFAF7;NR1H4;NSD1;NTMT1;OGT;PAGR1;PAXIP1;PCMT1;PCMTD1;PCMTD2;PRDM13;PRDM14;PRDM16;PRDM4;PRDM5;PRDM7;PRDM9;PRMT1;PRMT2;PRMT3;PRMT5;PRMT6;PRMT7;PRMT8;PRMT9;PWP1;RAB3B;RAB3D;RAB6A;RBBP5;RLF;RTF1;SATB1;SETD1A;SETD1B;SETD2;SETD3;SETD4;SETD5;SETD6;SETD7;SETDB1;SETDB2;SETMAR;SIRT7;SMYD1;SMYD2;SMYD3;SNRPB;SNRPD3;SUV39H1;SUV39H2;SUZ12;TET2;TET3;TRMT112;TTLL12;VCPKMT;WDR5;WDR5B;WDR61;WDR82;ZNF335,114
6482,protein demethylation,ALKBH4;HR;HSF4;JARID2;JMJD1C;JMJD6;KDM1A;KDM1B;KDM2A;KDM2B;KDM3A;KDM3B;KDM4A;KDM4B;KDM4C;KDM4D;KDM4E;KDM5A;KDM5B;KDM5C;KDM5D;KDM6A;KDM6B;KDM7A;KDM8;PHF2;PHF8;PPME1;UBE2B;UTY,30
6486,protein glycosylation,A4GNT;ALG1;ALG10;ALG10B;ALG11;ALG12;ALG13;ALG14;ALG1L;ALG2;ALG3;ALG5;ALG6;ALG8;ALG9;AQP11;ASGR1;ASGR2;B3GALNT1;B3GALNT2;B3GALT1;B3GALT2;B3GALT4;B3GALT5;B3GALT6;B3GAT1;B3GAT2;B3GAT3;B3GNT2;B3GNT3;B3GNT4;B3GNT5;B3GNT6;B3GNT7;B3GNT8;B3GNT9;B4GALNT2;B4GALT1;B4GALT2;B4GALT3;B4GALT4;B4GALT5;B4GALT6;B4GALT7;C1GALT1;C1GALT1C1;CHST4;COG3;COG7;DAD1;DDOST;DERL3;DHDDS;DOLK;DOLPP1;DPAGT1;DPM1;DPM2;DPM3;DPY19L1;DPY19L2;DPY19L3;DPY19L4;EDEM3;ENTPD5;EOGT;EXT1;EXT2;EXTL1;EXTL2;EXTL3;FKRP;FKTN;FUT1;FUT10;FUT11;FUT2;FUT3;FUT4;FUT5;FUT6;FUT7;FUT8;FUT9;GAL3ST1;GALNT1;GALNT10;GALNT11;GALNT12;GALNT13;GALNT14;GALNT15;GALNT16;GALNT18;GALNT2;GALNT3;GALNT4;GALNT5;GALNT6;GALNT7;GALNT8;GALNT9;GALNTL5;GALNTL6;GBGT1;GCNT1;GCNT2;GCNT3;GCNT4;GCNT7;GFPT1;GFPT2;GOLGA2;GORASP1;GXYLT1;GXYLT2;KRTCAP2;LFNG;LMAN1;LMF1;MAGT1;MAN1A1;MAN1A2;MAN1B1;MAN1C1;MAN2A1;MAN2A2;MCFD2;MFNG;MGAT1;MGAT2;MGAT3;MGAT4A;MGAT4B;MGAT4C;MGAT4D;MGAT5;MGAT5B;MOGS;MPDU1;MPI;MUC1;MUC12;MUC13;MUC15;MUC16;MUC17;MUC19;MUC2;MUC20;MUC21;MUC4;MUC5B;MUC6;MUC7;MUCL1;MVD;NAGPA;NPC1;NUDT14;NUS1;OGT;OST4;OSTC;PGM3;PLOD1;PLOD2;PLOD3;PMM1;PMM2;POFUT1;POFUT2;POGLUT1;POMGNT1;POMGNT2;POMK;POMT1;POMT2;PSEN1;RFNG;RPN1;RPN2;SDF2;SDF2L1;SERP1;SERP2;SLC35C1;SLC35C2;SLC39A8;SRD5A3;ST3GAL1;ST3GAL2;ST3GAL3;ST3GAL4;ST3GAL5;ST3GAL6;ST6GAL1;ST6GAL2;ST6GALNAC1;ST6GALNAC2;ST6GALNAC3;ST6GALNAC4;ST6GALNAC5;ST6GALNAC6;ST8SIA1;ST8SIA2;ST8SIA3;ST8SIA4;ST8SIA5;ST8SIA6;STT3A;STT3B;TET1;TET2;TET3;TMEM165;TMEM258;TMTC1;TMTC2;TMTC3;TMTC4;TRAK1;TRAK2;TRIP11;TUSC3;UBE2J1;UGGT1;UGGT2;VEGFB;XXYLT1,230
6487,protein N-linked glycosylation,ALG1;ALG10;ALG10B;ALG11;ALG12;ALG13;ALG14;ALG2;ALG3;ALG5;ALG6;ALG8;ALG9;ASGR1;ASGR2;B3GALNT1;B3GALT1;B3GALT2;B3GALT5;B4GALNT2;B4GALT1;B4GALT7;DAD1;DDOST;DERL3;DHDDS;DOLK;DOLPP1;DPAGT1;DPM1;DPM2;DPM3;ENTPD5;FUT8;GAL3ST1;GFPT1;GFPT2;GORASP1;KRTCAP2;LMAN1;MAGT1;MAN1C1;MCFD2;MGAT1;MGAT2;MGAT3;MGAT4A;MGAT4B;MGAT4C;MGAT4D;MGAT5;MGAT5B;MOGS;MPDU1;MVD;NUDT14;NUS1;OST4;OSTC;PGM3;PMM1;PMM2;RPN1;RPN2;SLC39A8;SRD5A3;ST3GAL1;ST6GAL1;STT3A;STT3B;TMEM165;TMEM258;TUSC3;UBE2J1;UGGT1;UGGT2,76
6488,dolichol-linked oligosaccharide biosynthetic process,ALG1;ALG10;ALG10B;ALG12;ALG13;ALG14;ALG2;ALG3;ALG6;ALG8;ALG9;DHDDS;DOLK;DOLPP1;DPAGT1;MPDU1;MVD;NUS1;SRD5A3,19
6490,oligosaccharide-lipid intermediate biosynthetic process,ALG1;ALG10;ALG10B;ALG11;ALG12;ALG13;ALG14;ALG2;ALG3;ALG6;ALG8;ALG9;DHDDS;DOLK;DOLPP1;DPAGT1;MPDU1;MVD;NUS1;SRD5A3,20
6491,N-glycan processing,FUT8;GANAB;GNPTAB;MAN1A1;MAN1A2;MAN1B1;MAN1C1;MAN2A1;MAN2A2;MGAT4A;MGAT4B;PRKCSH;ST8SIA1;ST8SIA2;ST8SIA3;ST8SIA4;ST8SIA5;ST8SIA6,18
6493,protein O-linked glycosylation,A4GNT;B3GALNT1;B3GALNT2;B3GALT1;B3GALT2;B3GALT4;B3GALT5;B3GALT6;B3GNT2;B3GNT3;B3GNT4;B3GNT5;B3GNT6;B3GNT7;B3GNT8;B3GNT9;B4GALT5;C1GALT1;C1GALT1C1;CHST4;DPM1;DPM2;DPM3;EOGT;FKRP;FKTN;GALNT1;GALNT10;GALNT11;GALNT12;GALNT13;GALNT14;GALNT15;GALNT16;GALNT18;GALNT2;GALNT3;GALNT4;GALNT5;GALNT6;GALNT7;GALNT8;GALNT9;GALNTL6;GCNT1;GCNT3;GCNT4;GXYLT1;GXYLT2;LFNG;MFNG;MGAT5B;MUC1;MUC12;MUC13;MUC15;MUC16;MUC17;MUC19;MUC2;MUC20;MUC21;MUC4;MUC5B;MUC6;MUC7;MUCL1;OGT;PGM3;PLOD1;PLOD2;PLOD3;POFUT1;POFUT2;POGLUT1;POMGNT1;POMGNT2;POMK;POMT1;POMT2;RFNG;SDF2;SDF2L1;SLC35C1;SLC35C2;ST3GAL1;ST3GAL2;ST3GAL3;ST3GAL4;ST6GAL1;ST6GALNAC2;ST6GALNAC4;ST8SIA6;TET1;TET2;TET3;TMTC1;TMTC2;TMTC3;TMTC4;TRAK1;TRAK2;VEGFB;XXYLT1,104
6497,protein lipidation,ABCA1;ABHD17A;ABHD17B;ABHD17C;ALOX12B;ATG10;ATG12;ATG5;ATG7;CLIP3;CWH43;DPM1;DPM2;DPM3;GLUL;GOLGA7;GOLGA7B;GPAA1;GPLD1;HHAT;IRGM;MAP6D1;MBOAT4;MPPE1;NMT1;NMT2;PGAP1;PGAP2;PGAP3;PIGA;PIGB;PIGC;PIGF;PIGG;PIGH;PIGK;PIGL;PIGM;PIGN;PIGO;PIGP;PIGQ;PIGS;PIGT;PIGU;PIGV;PIGW;PIGX;PIGY;PIGZ;PIK3C3;PORCN;PPM1A;PPM1B;PYURF;TMEM246;UGCG;WDR45;WDR45B;WIPI1;WIPI2;ZDHHC1;ZDHHC11;ZDHHC11B;ZDHHC12;ZDHHC13;ZDHHC14;ZDHHC15;ZDHHC16;ZDHHC17;ZDHHC18;ZDHHC19;ZDHHC2;ZDHHC20;ZDHHC21;ZDHHC22;ZDHHC23;ZDHHC24;ZDHHC3;ZDHHC4;ZDHHC5;ZDHHC6;ZDHHC7;ZDHHC8;ZDHHC9,85
6505,GPI anchor metabolic process,CWH43;DPM1;DPM2;DPM3;GPAA1;GPLD1;MPPE1;PGAP1;PGAP2;PGAP3;PIGA;PIGB;PIGC;PIGF;PIGG;PIGH;PIGK;PIGL;PIGM;PIGN;PIGO;PIGP;PIGQ;PIGS;PIGT;PIGU;PIGV;PIGW;PIGX;PIGY;PIGZ;PYURF;TMEM246,33
6506,GPI anchor biosynthetic process,CWH43;DPM1;DPM2;DPM3;GPAA1;MPPE1;PGAP1;PGAP2;PGAP3;PIGA;PIGB;PIGC;PIGF;PIGG;PIGH;PIGK;PIGL;PIGM;PIGN;PIGO;PIGP;PIGQ;PIGS;PIGT;PIGU;PIGV;PIGW;PIGX;PIGY;PIGZ;PYURF;TMEM246,32
6509,membrane protein ectodomain proteolysis,ADAM10;ADAM17;ADAM19;ADAM9;APH1A;BACE1;BACE2;DAG1;ERAP1;HM13;MYH9;NCSTN;P2RX7;PRKCQ;PRTN3;PSEN1;PSEN2;PSENEN;RBMX;SPPL2A;SPPL2C;SPPL3,22
6513,protein monoubiquitination,ATXN7L3;BCOR;BMI1;CBL;CDC73;CTR9;CUL1;CUL3;CUL4B;DDB1;DDB2;DTL;DTX3L;FANCL;FBXL2;HUWE1;KBTBD8;KDM2B;KLHL12;KLHL21;KLHL22;LEO1;MGRN1;NEDD4;NEDD4L;NEURL1;PAF1;PCGF1;PCGF2;PCGF3;PCGF5;PCGF6;PEX12;RAD18;RAG1;RBX1;RING1;RNF126;RNF168;RNF2;RNF20;RNF40;SKP1;TOPORS;TRIM21;TRIM25;TRIM37;TSG101;UBE2B;UBE2D3;UBE2E1;UBE2O;UBE2R2;UBE2T;UBE2W;UBE3D;UBE4B;WAC;ZNF598,59
6515,protein quality control for misfolded or incompletely synthesized proteins,ANKZF1;ATXN3;BAG6;CLPP;CUL3;DERL1;FBXL17;HDAC6;KLHL15;LONP1;LONP2;NGLY1;OMA1;POMT2;RNF126;RNF185;RNF5;SDF2L1;STUB1;TOR1A;UBE2W;UGGT1;UGGT2;VCP;YME1L1;ZER1;ZYG11B,27
6516,glycoprotein catabolic process,ADAMTS12;ADAMTS9;CELA1;EDEM1;EDEM2;EDEM3;FBXO17;FBXO2;FBXO27;FBXO44;FBXO6;GPC1;HPSE;MAN1B1;MANBA;NCCRP1;NEU4;NGLY1;SGSH;STT3B,20
6517,protein deglycosylation,AGA;AMFR;DERL2;EDEM1;EDEM2;EDEM3;ENGASE;MAN1A1;MAN1A2;MAN1B1;MAN1C1;MAN2A1;MAN2A2;MAN2B1;MAN2B2;NGLY1;OS9;PARK7;RNF103;RNF139;RNF185;RNF5;SEL1L;SYVN1;TRIM13;UGGT1;UGGT2,27
6520,cellular amino acid metabolic process,AADAT;AARS2;AARSD1;AASDH;AASDHPPT;AASS;ABAT;ACAD8;ACADSB;ACAT1;ACCS;ACMSD;ACY1;ADHFE1;ADI1;ADO;AFMID;AGMAT;AGXT;AGXT2;AHCY;AIMP1;AIMP2;ALDH18A1;ALDH4A1;ALDH5A1;ALDH6A1;ALDH7A1;ALDH8A1;AMDHD1;AMT;APIP;ARG1;ARG2;ART4;ASL;ASNS;ASNSD1;ASPA;ASPG;ASRGL1;ASS1;ATP7A;AUH;AZIN1;AZIN2;BAAT;BCAT1;BCAT2;BCKDHA;BCKDHB;BCKDK;BHMT;BHMT2;BLMH;BPHL;CAD;CARNS1;CARS2;CBS;CDO1;CPS1;CRYM;CSAD;CTH;CTNS;CTPS1;CTPS2;DALRD3;DAO;DARS2;DBT;DCT;DDAH1;DDAH2;DDC;DDO;DLD;DLST;DPEP1;DPYD;DPYS;EARS2;EEF1E1;ENOPH1;ENOSF1;FAH;FARS2;FARSA;FARSB;FN3K;FOLH1;FPGS;FTCD;GAD1;GAD2;GADL1;GART;GATC;GCAT;GCDH;GCLC;GCLM;GCSH;GFPT1;GFPT2;GGT1;GGT5;GLDC;GLS;GLS2;GLUD1;GLUD2;GLUL;GLYAT;GLYATL1;GMPS;GNMT;GOT1;GOT1L1;GOT2;GPT;GPT2;GSS;GSTZ1;HAAO;HAL;HARS2;HDC;HGD;HIBADH;HIBCH;HMGCL;HMGCLL1;HNF4A;HNMT;HOGA1;HPD;HPDL;HSD17B10;HYKK;IARS2;IDO1;IDO2;IL4I1;IVD;IYD;KMO;KYNU;LARS2;LGSN;MARS2;MAT1A;MCCC1;MCCC2;MECP2;MPST;MRI1;MSRA;MTAP;MTHFD1;MTHFD2L;MTHFR;MTHFS;MTR;MTRR;NAALAD2;NAGS;NARS2;NAT8L;NIT2;NOS1;NOS2;NOS3;NOX4;NOXRED1;OAT;ODC1;OGDH;OTC;PAH;PARS2;PCBD1;PCYOX1;PCYOX1L;PEMT;PEPD;PFAS;PHGDH;PHYKPL;PIPOX;PLOD2;PLOD3;PM20D1;PPA1;PPA2;PPAT;PPM1K;PRODH;PRODH2;PSAT1;PSPH;PTS;PYCR1;PYCR2;QDPR;QRSL1;RARS2;RIMKLA;RIMKLB;SARDH;SARS2;SCLY;SDS;SDSL;SEPHS1;SEPHS2;SEPSECS;SERINC3;SERINC5;SHMT1;SHMT2;SIRT4;SLC1A3;SLC25A12;SLC25A21;SLC25A44;SLC39A8;SMS;SRR;TARS2;TAT;TDO2;TH;THAP4;THNSL2;TPH1;TPH2;TST;TXN2;TYR;UPB1;UROC1;VARS2;WARS2;YARS2,246
6521,regulation of cellular amino acid metabolic process,ACMSD;ATCAY;ATP2B4;AZIN1;BHMT;CLN3;COMT;INS;NQO1;NR1H4;OAZ1;OAZ2;OAZ3;ODC1;PARK7;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD10;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD5;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;SIRT4;SLC7A11;SLC7A7,62
6525,arginine metabolic process,AGMAT;ARG1;ARG2;ART4;ASL;ASS1;DDAH1;DDAH2;FAH;NAGS;NOS1;NOS2;NOS3;OAT;OTC;SLC39A8,16
6534,cysteine metabolic process,AGXT;CBS;CDO1;CSAD;CTH;GCLC;GCLM;GGT1;MPST;TST,10
6536,glutamate metabolic process,AADAT;ADHFE1;ALDH18A1;ALDH4A1;ALDH5A1;AMDHD1;FPGS;FTCD;GAD1;GAD2;GCLC;GCLM;GGT1;GLS;GLS2;GLUD1;GLUD2;GLUL;GOT1;GOT2;HAL;MTHFS;NAGS;OAT;PRODH;PRODH2;SLC25A12;TAT;UROC1,29
6541,glutamine metabolic process,ASNS;ASNSD1;CAD;CPS1;CTPS1;CTPS2;GFPT1;GFPT2;GLS;GLS2;GLUD1;GLUL;GLYATL1;GMPS;LGSN;MECP2;NIT2;PFAS;PHGDH;PPAT;SIRT4,21
6544,glycine metabolic process,AGXT;AGXT2;AMT;BAAT;GART;GCAT;GCSH;GLDC;GLYAT;PHGDH;SDS;SDSL;SHMT1;SHMT2,14
