"","ID","Name","Genes","Length"
"831",1787,"Nogo-potassium channel complex","KCNA2;CNTNAP1;KCNA1;RTN4",4
"832",1793,"LINGO1-RTN4R-NGFR complex","NGFR;LINGO1;RTN4R",3
"833",1794,"SORT1-NGFR complex","NGFR;SORT1",2
"834",1795,"SORT1-NGFR-NGFB complex","NGF;NGFR;SORT1",3
"835",1810,"ITGA4-PXN-GIT1 complex","ITGA4;PXN;GIT1",3
"836",1812,"AXIN-MEKK4-CCD1 complex","AXIN1;DIXDC1;MAP3K4",3
"837",1813,"MAD1L1 homodimer complex","MAD1L1",1
"838",1814,"MAD1L1-MAD2L1 complex","MAD2L1;MAD1L1",2
"839",1816,"JUN-TCF4-CTNNB1 complex","JUN;TCF4;CTNNB1",3
"840",1826,"SMAD3-HEF1-APC10-CDH1 complex","CDH1;SMAD3;NEDD9;ANAPC10",4
"841",1827,"PML-SMAD2/3-SARA complex","ZFYVE9;PML;SMAD3;SMAD2",4
"842",1828,"TGF-beta receptor I-Axin-SMAD3 complex","AXIN1;TGFBR1;SMAD3",3
"843",1831,"PIAS3-SMAD3-P300 complex","SMAD3;EP300;PIAS3",3
"844",1834,"ITGAE-ITGB7-CDH1 complex","CDH1;ITGB7;ITGAE",3
"845",1844,"APC-IQGAP1 complex","APC;IQGAP1",2
"846",1845,"APC-IQGAP1-CLIP-170 complex","APC;CLIP1;IQGAP1",3
"847",1851,"BUB1-BUB3 complex","BUB1;BUB3",2
"848",1856,"Sororin-cohesin complex","RAD21;SMC1A;PDS5A;CDCA5;PDS5B;SMC3",6
"849",1863,"TSG101-VPS37B-VPS28 complex","TSG101;VPS37B;VPS28",3
"850",1874,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)","SNAP25;VAMP2;VAMP3;STX12;NAPB",5
"851",1890,"ELK1-SRF-ELK4 complex","SRF;ELK1;ELK4",3
"852",1893,"mTOR complex (MTOR, RICTOR, MLST8)","MTOR;RICTOR;MLST8",3
"853",1895,"mTOR complex (MTOR, RICTOR, MLST8)","MTOR;RICTOR;MLST8",3
"854",1897,"mTOR complex (MTOR, RAPTOR, MLST8)","MTOR;RPTOR;MLST8",3
"855",1899,"NTF4 homodimer complex","NTF4",1
"856",1909,"APC-DLG4 complex","APC;DLG4",2
"857",1927,"PKD2-PACS1 complex","PKD2;PACS1",2
"858",1932,"NEK2-NEK11 complex","NEK2;NEK11",2
"859",1944,"IRAK1-IRAK2 complex","IRAK2;IRAK1",2
"860",1945,"IRAK1-IRAK3 complex","IRAK1;IRAK3",2
"861",1957,"DAP12 signaling homodimer complex","TYROBP",1
"862",1970,"BMP4-TWSG1 complex","BMP4;TWSG1",2
"863",1972,"BMP4-BGN complex","BMP4;BGN",2
"864",1976,"MTNR1A homodimer complex","MTNR1A",1
"865",1977,"MTNR1B homodimer complex","MTNR1B",1
"866",1978,"MTNR1A-MTNR1B complex","MTNR1A;MTNR1B",2
"867",1982,"CACY homodimer  complex","S100A6",1
"868",1984,"PEX14 homodimer complex","PEX14",1
"869",1985,"AIRE homodimer complex","AIRE",1
"870",1986,"Endoglin homodimer complex","ENG",1
"871",1987,"MYOM1 homodimer complex","MYOM1",1
"872",1989,"BANF1 homodimer protein","BANF1",1
"873",1990,"PGRMC1-SCAP complex","PGRMC1;SCAP",2
"874",1991,"PRMT2 homodimer complex","PRMT2",1
"875",1992,"LEPR homodimer complex","LEPR",1
"876",1993,"SLC1A2 homotrimer complex","SLC1A2",1
"877",2000,"BAX homo-oligomer complex","BAX",1
"878",2001,"NOD1 homodimer complex","NOD1",1
"879",2003,"COX1 homodimer complex","PTGS1",1
"880",2004,"C1D homodimer protein","C1D",1
"881",2005,"PTPRA homodimer complex","PTPRA",1
"882",2007,"PRNP homo-oligomer complex","PRNP",1
"883",2010,"AXL homodimer complex","AXL",1
"884",2013,"STAT5B homodimer complex","STAT5B",1
"885",2016,"IL12A homodimer complex","IL12A",1
"886",2018,"IL12A-IL12B complex","IL12A;IL12B",2
"887",2019,"IL12A-IL12B-IL12RB1 complex","IL12A;IL12B;IL12RB1",3
"888",2020,"IL12B-IL12RB1-IL12RB2 complex","IL12B;IL12RB1;IL12RB2",3
"889",2021,"IL12A-IL12B-IL12RB2 complex","IL12A;IL12B;IL12RB2",3
"890",2023,"STAT5A homodimer complex","STAT5A",1
"891",2026,"IL12RB1-IL12RB2 complex","IL12RB1;IL12RB2",2
"892",2028,"JAK2-IL12RB2 complex","JAK2;IL12RB2",2
"893",2029,"BNIP2-ARHGAP8 complex","ARHGAP8;BNIP2",2
"894",2051,"MALT1 homo-oligomer complex","MALT1",1
"895",2052,"BCL10 homo-oligomer complex","BCL10",1
"896",2053,"BCL10-MALT1 complex","BCL10;MALT1",2
"897",2054,"CASP8-FADD-MALT1-BCL10 complex","BCL10;FADD;CASP8;MALT1",4
"898",2055,"CASP8-CHUK-IKBKB-MALT1-BCL10 complex","IKBKB;CHUK;BCL10;CASP8;MALT1",5
"899",2073,"TNFRSF11A-TRAF6-SRC complex","SRC;TRAF6;TNFRSF11A",3
"900",2074,"TRAF6 homo-oligomer complex","TRAF6",1
"901",2077,"B-raf-MAP3K11 complex","MAP3K11;B-raf",2
"902",2084,"NFKB1-NFKB2-REL-RELA-RELB complex","NFKB1;NFKB2;RELB;RELA;REL",5
"903",2086,"NFKB1-NFKB2-RELA-RELB complex","NFKB1;NFKB2;RELB;RELA",4
"904",2100,"CHUK-IKBKB-MAP3K14 complex","IKBKB;CHUK;MAP3K14",3
"905",2101,"IKKA-IKKB complex","IKBKB;CHUK",2
"906",2104,"IKKB-NIK complex","IKBKB;MAP3K14",2
"907",2105,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)","IKBKB;CHUK;IKBKAP;NFKBIA;RELA;MAP3K14",6
"908",2112,"CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex","HSP90AA1;HSP90AB1;CDC37;MAP3K11",4
"909",2118,"CHUK-ERC1-IKBKB-IKBKG","IKBKB;CHUK;ERC1;IKBKG",4
"910",2121,"I-kappa-B kinase complex","IKBKB;CHUK;IKBKG",3
"911",2123,"IKBKG homodimer complex","IKBKG",1
"912",2124,"IKK-alpha--ER-alpha-AIB1 complex","CHUK;ESR1;NCOA3",3
"913",2129,"DNAJB2-HSPA8-PSMA3 complex","HSPA8;DNAJB2;PSMA3",3
"914",2143,"MAP2K5-PRKCI-SQSTM1 complex","PRKCI;MAP2K5;SQSTM1",3
"915",2145,"HSF1-YWHAE complex","YWHAE;HSF1",2
"916",2152,"ARNT-HLF complex","ARNT;HLF",2
"917",2153,"ITGAM-ITGB2-CD11 complex","ITGB2;CD63;ITGAM",3
"918",2156,"YBX1-AKT1 complex","AKT1;YBX1",2
"919",2159,"AR-AKT-APPL complex","AR;AKT1;APPL1",3
"920",2160,"AOF2-AR complex","KDM1A;AR",2
"921",2162,"APPBP1-UBA3 complex","NAE1;UBA3",2
"922",2170,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)","CDC34;RBX1;CUL1",3
"923",2171,"Ubiquitin E3 ligase (CHEK1, CUL4A)","CHEK1;CUL4A",2
"924",2172,"Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)","RBX1;CUL4A;DDB1;CDT1",4
"925",2174,"COP9 signalosome complex","COPS2;GPS1;COPS6;COPS5;COPS8;COPS4;COPS7A;COPS3",8
"926",2179,"CNS-P53 complex","TP53;COPS2;GPS1;COPS6;COPS5;COPS8;COPS4;COPS7A;COPS3",9
"927",2183,"Kaiso-NCOR complex","HDAC3;TBL1X;KDM4A;NCOR1;KIF11;GPS2;ZBTB33;CORO2A;TBL1XR1;TRIM33",10
"928",2188,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)","RBX1;SKP1;CUL1;NEDD8;BTRC",5
"929",2189,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)","RBX1;SKP1;SMAD3;CUL1;BTRC",5
"930",2191,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)","RBX1;SKP1;CUL1;FBXO18",4
"931",2192,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)","RBX1;SKP1;CUL1;ZC3HC1",4
"932",2196,"9-1-1-LIG1 complex","RAD1;HUS1;LIG1;RAD9A",4
"933",2197,"9-1-1-FEN1 complex","RAD1;HUS1;FEN1;RAD9A",4
"934",2198,"9-1-1-POLB complex","RAD1;HUS1;POLB;RAD9A",4
"935",2199,"CHTF18-RFC2-5 complex","RFC4;RFC2;RFC5;RFC3;CHTF18",5
"936",2200,"RFC2-5 subcomplex","RFC4;RFC2;RFC5;RFC3",4
"937",2201,"PCNA-RFC2-5 complex","PCNA;RFC4;RFC2;RFC5;RFC3",5
"938",2202,"CHTF18-RFC2-5 complex","RFC4;RFC2;RFC5;RFC3;CHTF18",5
"939",2203,"BRD4-RFC complex","BRD4;RFC4;RFC2;RFC1;RFC5;RFC3",6
"940",2204,"MCM8-ORC2-CDC6 complex","ORC2;CDC6;MCM8",3
"941",2205,"ORC5-ORC1 complex","ORC5;ORC1",2
"942",2210,"BRCA1-IRIS-pre-replication complex","GMNN;ORC1;BRCA1;CDC6",4
"943",2211,"BARD1-BRCA1-CSTF complex","CSTF2;BRCA1;CSTF1;CSTF3;BARD1",5
"944",2213,"BRCA1-BARD1-POLR2A complex","POLR2A;BRCA1;BARD1",3
"945",2214,"LMO4-BRCA1-CTIP-LDB1 complex","BRCA1;LMO4;LDB1;RBBP8",4
"946",2215,"BRCA1-LMO4-CTIP complex","BRCA1;LMO4;RBBP8",3
"947",2217,"MDC1-MRN-ATM-FANCD2 complex","NBN;MRE11A;ATM;MDC1;RAD50;FANCD2",6
"948",2218,"MDC1-MRE11-RAD50-NBS1 complex","NBN;MRE11A;MDC1;RAD50",4
"949",2219,"TERF1 homodimer complex","TERF1",1
"950",2220,"RAD52-ERCC4-ERCC1 complex","ERCC1;RAD52;ERCC4",3
"951",2222,"BLM complex II","RPA2;RPA1;RPA3;BLM;TOP3A;RMI1",6
"952",2223,"BLM-TOP3A complex","BLM;TOP3A",2
"953",2224,"MSH2/6-BLM-p53-RAD51 complex","TP53;MSH2;MSH6;BLM;RAD51",5
"954",2226,"MutS-alpha-PK-zeta complex","MSH2;MSH6;PRKCZ",3
"955",2228,"BLM-RAD51L3-XRCC2 complex","XRCC2;RAD51D;BLM",3
"956",2231,"PCNA homotrimer complex","PCNA",1
"957",2233,"Replication-coupled CAF-1-MBD1-ETDB1 complex","CHAF1A;SETDB1;MBD1",3
"958",2234,"Chromatin assembly complex (CAF-1 complex)","RBBP4;CHAF1A;CHAF1B",3
"959",2235,"ASF1-interacting protein complex","HIRA;HIST1H3A;;CHAF1A;CHAF1B;ASF1B;ASF1A",6
"960",2236,"ASF1-histone containing complex","CHEK2;NASP;ST13;HIST1H3A;;CHAF1B;ASF1B;ASF1A",7
"961",2237,"SP1-MCAF2 complex","SP1;ATF7IP2",2
"962",2238,"MBD1-MCAF1-SETDB1 complex","SETDB1;ATF7IP;MBD1",3
"963",2241,"HD-RAB8A-OPTN complex","HTT;RAB8A;OPTN",3
"964",2242,"TGM2-HD-CALM1 complex","TGM2;HTT;CALM1; CAL",4
"965",2243,"TGM2-HD complex","TGM2;HTT",2
"966",2254,"CTGF/Hcs24-actin(beta/gamma) complex","CTGF;ACTB;ACTG1",3
"967",2255,"Cofilin-actin-CAP1 complex","CFL1;ACTB;CAP1",3
"968",2256,"RIAM-Rap1-GTP complex","RAP1A;APBB1IP",2
"969",2258,"VILIP-1-AChR-alpha-4-AChR-beta-2 complex","CHRNB2;CHRNA4;VSNL1",3
"970",2266,"PPP3CA-PPP3CA-RCAN1 complex","PPP3CB;RCAN1;PPP3CA",3
"971",2272,"PICK1-GRIP1-GLUR2 complex","GRIA2;PICK1;GRIP1",3
"972",2294,"ABI1-WASF2 complex","ABI1;WASF2",2
"973",2297,"ABI1-WASL complex","WASL;ABI1",2
"974",2300,"Profilin 2 complex","ROCK2;HSPA8;SYN1;PFN2;ACTB;DNM1;CYFIP1;SYN2;NCKAP1",9
"975",2307,"AP3D1-AP3S2 complex","AP3D1;AP3S2",2
"976",2308,"AP3D1-AP3S1 complex","AP3D1;AP3S1",2
"977",2318,"ITGA6-ITGB4-Laminin10/12 complex","LAMA5;LAMB1;LAMC1;ITGB4;ITGA6",5
"978",2319,"ITGA6-ITGB4-Laminin10/12 complex","LAMA5;LAMC1;ITGB4;ITGA6;LAMB2",5
"979",2320,"ITGA6-ITGB4-CD151 complex","ITGB4;ITGA6;CD151",3
"980",2321,"ITGA6-ITGB4-FYN complex","FYN;ITGB4;ITGA6",3
"981",2322,"ITGA6-ITGB4-LAMA5 complex","LAMA5;ITGB4;ITGA6",3
"982",2323,"ITGA6-ITGB4 complex","ITGB4;ITGA6",2
"983",2342,"ITGAV-ITGB8-MMP14-TGFB1 complex","TGFB1;ITGAV;ITGB8;MMP14",4
"984",2343,"ITGAV-ITGB5-PLAUR complex","ITGAV;ITGB5;PLAUR",3
"985",2345,"ITGAV-ITGB5-ICAM4 complex","ITGAV;ITGB5;ICAM4",3
"986",2346,"ITGAV-ITGB5-ADAM9 complex","ITGAV;ITGB5;ADAM9",3
"987",2347,"ITGAV-ITGB5-SPP1 complex","ITGAV;SPP1;ITGB5",3
"988",2348,"ITGAV-ITGB5-CYR61 complex","CYR61;ITGAV;ITGB5",3
"989",2350,"ITGAV-ITGB5 complex","ITGAV;ITGB5",2
"990",2351,"ITGB6-FYN-FN1 complex","FN1;FYN;ITGB6",3
"991",2352,"ITGAV-ITGB6-SPP1 complex","ITGAV;SPP1;ITGB6",3
"992",2353,"ITGAV-ITGB6-TGFB3 complex","ITGAV;TGFB3;ITGB6",3
"993",2354,"ITGAV-ITGB6 complex","ITGAV;ITGB6",2
"994",2355,"ITGAV-ITGB3-CD47-FCER2 complex","ITGB3;FCER2;ITGAV;CD47",4
"995",2356,"ITGB3-ITGAV-CD47 complex","ITGB3;ITGAV;CD47",3
"996",2358,"ITGAV-ITGB3-SPP1 complex","ITGB3;ITGAV;SPP1",3
"997",2359,"ITGAV-ITGB3-ADAM15 complex","ITGB3;ITGAV;ADAM15",3
"998",2362,"ITAGV-ITGB3-F11R complex","ITGB3;ITGAV;F11R",3
"999",2363,"ITGAV-ITGB3-PXN-PTK2b complex","ITGB3;ITGAV;PXN;PTK2B",4
"1000",2364,"ITGAV-ITGB3-ADAM23 complex","ADAM23;ITGB3;ITGAV",3
"1001",2365,"ITGAV-ITGB3-COL4A3 complex","ITGB3;ITGAV;COL4A3",3
"1002",2366,"ITGAV-ITGB3-PPAP2b complex","PLPP3;ITGB3;ITGAV",3
"1003",2369,"ITGAV-ITGB3-EGFR complex","EGFR;ITGB3;ITGAV",3
"1004",2370,"ITGA2B-ITGB3-CD9 complex","ITGB3;ITGA2B;CD9",3
"1005",2373,"ITGAV-ITGB3-SPP1 complex","ITGB3;ITGAV;SPP1",3
"1006",2374,"ITGAV-ITGB3-LAMA4 complex","ITGB3;ITGAV;LAMA4",3
"1007",2375,"FN1-TGM2 complex","FN1;TGM2",2
"1008",2376,"ITGA2B-ITGB3-FN1-TGM2 complex","FN1;ITGB3;ITGA2B;TGM2",4
"1009",2377,"ITGA2b-ITGB3-CD47-SRC complex","ITGB3;ITGA2B;SRC;CD47",4
"1010",2378,"ITGA2b-ITGB3-TLN1 complex","ITGB3;ITGA2B;TLN1",3
"1011",2379,"ITGA2B-ITGB3-CIB1 complex","ITGB3;ITGA2B;CIB1",3
"1012",2381,"ITGA2B-ITGB3 complex","ITGB3;ITGA2B",2
"1013",2382,"ITGA2B-ITGB3-F11R complex","ITGB3;ITGA2B;F11R",3
"1014",2383,"ITGA5-ITGB1-FN1-TGM2 complex","FN1;ITGB1;ITGA5;TGM2",4
"1015",2384,"ITGA5-ITGB1-ADAM15 complex","ITGB1;ITGA5;ADAM15",3
"1016",2385,"ITGA5-ITGB4 complex","ITGB1;ITGA5",2
"1017",2390,"CD98-LAT2-ITGB1 complex","ITGB1;SLC3A2;SLC7A8",3
"1018",2395,"ITGA7-ITGB1-CD151 complex","ITGB1;CD151;ITGA7",3
"1019",2396,"ITGA7-ITGB1-CD9 complex","ITGB1;CD9;ITGA7",3
"1020",2397,"ITGA7-ITGB1-ITGB1BP3 complex","ITGB1;ITGA7;NMRK2",3
"1021",2398,"ITGA3-ITGB1-BSG complex","ITGB1;ITGA3;BSG",3
"1022",2399,"ITGA3-ITGB1-CD63 complex","ITGB1;CD63;ITGA3",3
"1023",2400,"ITGA3-ITGB1-CD151 complex","ITGB1;ITGA3;CD151",3
"1024",2401,"ITGA3-ITGB1-THBS1 complex","ITGB1;THBS1;ITGA3",3
"1025",2406,"ITGA3-ITGB1 complex","ITGB1;ITGA3",2
"1026",2411,"ITGA6-ITGB1-CD151 complex","ITGB1;ITGA6;CD151",3
"1027",2413,"ITGA6-ITGB1 complex","ITGB1;ITGA6",2
"1028",2416,"ITGB1-RAP1A-PKD1 complex","ITGB1;RAP1A;PKD1",3
"1029",2417,"ITGA4-ITGB1-EMILIN1 complex","ITGB1;ITGA4;EMILIN1",3
"1030",2418,"ITGA4-ITGB1 complex","ITGB1;ITGA4",2
"1031",2419,"ITGA4-ITGB1-CD81 complex","ITGB1;ITGA4;CD81",3
"1032",2420,"ITGA4-ITGB1-CD53 complex","ITGB1;ITGA4;CD53",3
"1033",2421,"ITGA4-ITGB1-VCAM1 complex","ITGB1;ITGA4;VCAM1",3
"1034",2422,"ITGA4-ITGB1-JAM2 complex","ITGB1;ITGA4;JAM2",3
"1035",2423,"ITGA4-ITGB1-CD47 complex","ITGB1;ITGA4;CD47",3
"1036",2424,"ITGA4-ITGB1-CD63 complex","ITGB1;CD63;ITGA4",3
"1037",2426,"ITGA4-ITGB1-THBS1 complex","ITGB1;THBS1;ITGA4",3
"1038",2428,"ITGA4-ITGB1-THBS2 complex","ITGB1;ITGA4;THBS2",3
"1039",2429,"ITGA2-ITGB1-CD47 complex","ITGB1;ITGA2;CD47",3
"1040",2430,"ITGA2-ITGB1-CHAD complex","CHAD;ITGB1;ITGA2",3
"1041",2431,"ITGA2-ITGB1-COL6A3 complex","ITGB1;COL6A3;ITGA2",3
"1042",2432,"ITGA2-ITGB1 complex","ITGB1;ITGA2",2
"1043",2434,"ITGA1-ITGB1-COL6A3 complex","ITGB1;COL6A3;ITGA1",3
"1044",2435,"ITGA1-ITGB1-PTPN2 complex","ITGB1;PTPN2;ITGA1",3
"1045",2436,"ITGAV-ITGB1 complex","ITGB1;ITGAV",2
"1046",2437,"ITGA6-ITGB1-CYR61 complex","CYR61;ITGB1;ITGA6",3
"1047",2439,"ITGA8-ITGB1 complex","ITGB1;ITGA8",2
"1048",2440,"ITGA9-ITGB1-ADAM9 complex","ITGB1;ADAM9;ITGA9",3
"1049",2442,"ITGA9-ITGB1-VCAM1 complex","ITGB1;VCAM1;ITGA9",3
"1050",2443,"ITGA9-ITGB1-TNC complex","ITGB1;TNC;ITGA9",3
"1051",2444,"ITGB1-ITGA9 complex","ITGB1;ITGA9",2
"1052",2445,"ITGA9-ITGB1-ADAM15 complex","ITGB1;ADAM15;ITGA9",3
"1053",2446,"ITGA9-ITGB1-FIGF complex","VEGFD;ITGB1;ITGA9",3
"1054",2447,"ITGA9-ITGB1-ADAM12 complex","ADAM12;ITGB1;ITGA9",3
"1055",2453,"Multiprotein complex (monoubiquitination)","EGFR;CBLB;UBB;SH3KBP1",4
"1056",2454,"CIN85-CBL-SH3GL2-EGFR complex, EGF stimulated","EGFR;CBL;SH3GL2;SH3KBP1",4
"1057",2455,"CIN85-SH3GL2 complex","SH3KBP1;SH3GL2",2
"1058",2456,"MET-CIN85-SH3GL3-CBL complex, HGF stimulated","MET;CBL;SH3KBP1;SH3GL3",4
"1059",2457,"CIN85-SH3GL3 complex","SH3KBP1;SH3GL3",2
"1060",2462,"Caveolin-1 homodimer complex","CAV1",1
"1061",2470,"p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex","ESR1;SRC;PIK3R1;BCAR1",4
"1062",2471,"SRC-PRKCD-CDCP1 complex","SRC;PRKCD;CDCP1",3
"1063",2476,"CRKL-PDGFRA-CRK-RAPGEF1 complex","PDGFRA;CRK;CRKL;RAPGEF1",4
"1064",2480,"CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)","CBL;PIK3R1;CRK;BCAR1;GRB2;SOS1;SH3KBP1",7
"1065",2486,"GIPC1-LHCGR complex","GIPC1;LHCGR",2
"1066",2487,"GIPC1-NTRK1-RGS19 complex","GIPC1;NTRK1;RGS19",3
"1067",2489,"NCR3-CD247 complex","NCR3;CD247",2
"1068",2510,"ZAP70-CRKL-WIPF1-WAS complex","WIPF1;WAS;ZAP70;CRKL",4
"1069",2511,"CRKL-WIPF1-WAS complex","WIPF1;WAS;CRKL",3
"1070",2513,"N-WASp homomer complex","WASL",1
"1071",2528,"ERBB2-MEMO-SHC complex","ERBB2;SHC1;MEMO1",3
"1072",2529,"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated","LAT;VAV1;PLCG1;CBL;PIK3R1;GRB2;LCP2",7
"1073",2534,"Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated","CBL;GRB2;LCP2",3
"1074",2535,"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated","CBL;SHC1;GRB2;LCP2",4
"1075",2536,"PLC-gamma-2-SLP-76-Lyn-Grb2 complex","LYN;PLCG2;GRB2;LCP2",4
"1076",2537,"PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated","PLCG2;PRKCA;PLD1",3
"1077",2540,"BCR-ABL (p210 fusion protein)-GRB2 complex","BCR/ABL fu;GRB2",2
"1078",2541,"HGF-Met complex","MET;HGF",2
"1079",2542,"EGFR-CBL-GRB2 complex","EGFR;CBL;GRB2",3
"1080",2547,"PLC-gamma-1-SLP-76-SOS1-LAT complex","LAT;PLCG1;SOS1;LCP2",4
"1081",2551,"PDGFRA-PLC-gamma-1-PI3K-SHP-2 complex, PDGF stimulated","PDGFRA;PLCG1;PIK3R1;PTPN11",4
"1082",2559,"p56(LCK)-CAML complex","LCK;CAMLG",2
"1083",2563,"FGFR2-c-Cbl-Lyn-Fyn complex","FYN;LYN;FGFR2;CBL",4
"1084",2564,"p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated","FYN;YES1;LYN;RASA1",4
"1085",2565,"CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)","LCK;FYN;LYN;MS4A1",4
"1086",2572,"RAB5-EEA1 complex","RAB5A;EEA1",2
"1087",2573,"Class C VPS/HOPS complex","RAB5A;EEA1;VPS39;VPS16;VPS11;VPS18",6
"1088",2574,"CD19-VAV1-PIK3R1 complex","CD19;VAV1;PIK3R1",3
"1089",2577,"Sam68-p85 P13K-IRS-1-IR signaling complex","INSR;PIK3R1;IRS1;KHDRBS1",4
"1090",2578,"Sam68-p120GAP complex","RASA1;KHDRBS1",2
"1091",2579,"Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)","BIRC5;AURKB;INCENP",3
"1092",2580,"Survivin homodimer complex","BIRC5",1
"1093",2581,"RasGAP-AURKA-survivin complex","AURKA;BIRC5;RASA1",3
"1094",2582,"Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)","BIRC5;CDCA8;AURKB",3
"1095",2589,"PGC-1-SRp40-SRp55-SRp75 complex","SRSF4;SRSF5;SRSF6;PPARGC1A",4
"1096",2590,"FOXO1-FHL2-SIRT1 complex","FOXO1;FHL2;SIRT1",3
"1097",2592,"SIRT1 homotrimer complex","SIRT1",1
"1098",2593,"FOXO3-SIRT1 complex, oxidative stress stimulated","FOXO3;SIRT1",2
"1099",2598,"NELF complex (Negative elongation factor complex)","NELFE;NELFCD;NELFB;NELFA",4
"1100",2599,"POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex","CCNT1;NCL;POLR2A;CDK9;CPSF2;PPARGC1A",6
"1101",2600,"BRD4 complex","MED14;CCNT1;BRD4;MED24;CDK9;MED1;MED12;MED17",8
"1102",2601,"P-TEFb-BRD4-TRAP220 complex","CCNT1;BRD4;CDK9;MED1",4
"1103",2602,"P-TEFb-7SKRNA-HEXIM1 complex","CCNT1;HEXIM1;CDK9",3
"1104",2603,"Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)","SUPT5H;CCNT1;CDK9",3
"1105",2604,"P-TEFb-SKP2 complex","CCNT1;CDK9;SKP2",3
"1106",2605,"CCNT1- CDK9-GRN complex","CCNT1;GRN;CDK9",3
"1107",2625,"CDK8-MED6-PARP1 complex","MED6;PARP1;CDK8",3
"1108",2626,"CCNC-CDK8-MED1-MED6-MED7 xcomplex","MED7;MED6;CCNC;CDK8;MED1",5
"1109",2628,"CCNC-CDK3 complex","CCNC;CDK3",2
"1110",2635,"BETA2-Cyclin D1 complex","CCND1;NEUROD1",2
"1111",2638,"HES1 promoter corepressor complex","POLR2A;CDK7;RBPJ;EP300;SUPT6H;CREBBP",6
"1112",2639,"HES1 promoter-Notch enhancer complex","CCNT1;POLR2A;NOTCH1;CDK8;CDK7;CDK9;RBPJ;EP300;MED1;SUPT6H;MAML1;INPP5K;SUPT16H",13
"1113",2641,"CREBBP-KAT2B-MYOD1 complex","MYOD1;CREBBP;KAT2B",3
"1114",2642,"SMAD1-P300 complex","EP300;SMAD1",2
"1115",2649,"MYC-DNMT3A-ZBTB17 complex","MYC;ZBTB17;DNMT3A",3
"1116",2650,"DNMT3B-DNMT3L complex","DNMT3B;DNMT3L",2
"1117",2651,"DNMT3L-DNMT3A complex","DNMT3L;DNMT3A",2
"1118",2653,"MYC-MAX-KAT2A-TRRAP complex","MYC;MAX;KAT2A;TRRAP",4
"1119",2655,"MYC-MAX complex","MYC;MAX",2
"1120",2657,"ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex","ESR1;CDK7;CCNH;MNAT1;MTA1;HDAC2",6
"1121",2660,"CAK-ERCC2 complex","ERCC2;CDK7;CCNH;MNAT1",4
"1122",2670,"Er-alpha-p53-hdm2 complex","ESR1;TP53;MDM2",3
"1123",2678,"FOXO3-TP53 complex, oxidative stress stimulated","FOXO3;TP53",2
"1124",2679,"p53-SP1 complex","TP53;SP1",2
"1125",2681,"p53 homotetramer complex","TP53",1
"1126",2685,"RNA polymerase II (RNAPII)","POLR2D;GTF2F2;POLR2C;POLR2E;POLR2A;POLR2B;GTF2F1;POLR2I;POLR2H;POLR2J;POLR2K;POLR2F;POLR2G;POLR2L;GTF2B;RPAP1;CTDP1",17
"1127",2686,"BRCA1-core RNA polymerase II complex","POLR2D;POLR2C;POLR2E;POLR2A;POLR2B;POLR2I;BRCA1;POLR2H;POLR2J;POLR2K;POLR2F;POLR2G;POLR2L",13
"1128",2688,"MMP14-CLDN1 complex","CLDN1;MMP14",2
"1129",2692,"SMAD3-SMAD4-cJun-cFos complex","FOS;JUN;SMAD3;SMAD4",4
"1130",2693,"NFAT-JUN-FOS DNA-protein complex","FOS;JUN;NFATC2",3
"1131",2694,"ERG-JUN-FOS DNA-protein complex","FOS;JUN;ERG",3
"1132",2695,"ETS2-FOS-JUN complex","FOS;JUN;ETS2",3
"1133",2699,"ESR1-JUN-GRIP1 complex","ESR1;JUN;GRIP1",3
"1134",2700,"ESR1-JUN complex","ESR1;JUN",2
"1135",2704,"Ectodermin-SMAD4 complex","SMAD4;TRIM33",2
"1136",2705,"SMAD3-SMAD4-CTCF protein-DNA complex","CTCF;SMAD3;SMAD4",3
